,pm2.5,pm10,o3,no2,so2,co
2021-11-28,16.0,4.0,29.0,7.0,1.0,2.0
2021-11-27,36.0,4.0,25.0,9.0,1.0,2.0
2021-11-26,37.0,11.0,25.0,22.0,5.0,3.0
2021-11-25,20.0,11.0,28.0,22.0,1.0,3.0
2021-11-24,21.0,7.0,23.0,11.0,1.0,2.0
2021-11-23,38.0,7.0,27.0,13.0,1.0,3.0
2021-11-22,54.0,13.0,24.0,20.0,1.0,3.0
2021-11-21,61.0,19.0,26.0,11.0,1.0,3.0
2021-11-20,73.0,21.0,36.0,19.0,1.0,3.0
2021-11-19,50.0,23.0,9.0,36.0,3.0,5.0
2021-11-18,30.0,14.0,17.0,24.0,1.0,3.0
2021-11-17,47.0,9.0,25.0,14.0,1.0,2.0
2021-11-16,47.0,15.0,27.0,17.0,1.0,3.0
2021-11-15,47.0,14.0,24.0,29.0,4.0,4.0
2021-11-14,30.0,13.0,27.0,18.0,1.0,3.0
2021-11-13,25.0,9.0,28.0,17.0,3.0,3.0
2021-11-12,21.0,7.0,29.0,16.0,1.0,3.0
2021-11-11,14.0,6.0,32.0,11.0,1.0,2.0
2021-11-10,23.0,5.0,32.0,9.0,1.0,2.0
2021-11-09,26.0,9.0,14.0,22.0,1.0,3.0
2021-11-08,26.0,8.0,23.0,12.0,1.0,2.0
2021-11-06,31.0,9.0,33.0,10.0,1.0,2.0
2021-11-05,28.0,10.0,33.0,17.0,1.0,2.0
2021-11-04,37.0,9.0,30.0,14.0,1.0,2.0
2021-11-02,52.0,14.0,29.0,13.0,1.0,3.0
2021-11-01,55.0,16.0,26.0,16.0,1.0,3.0
2021-10-31,33.0,19.0,23.0,14.0,1.0,3.0
2021-10-30,20.0,11.0,31.0,16.0,2.0,3.0
2021-10-03,25.0,12.0,40.0,10.0,1.0,2.0
2021-10-02,13.0,10.0,34.0,18.0,2.0,2.0
2021-09-30,28.0,14.0,29.0,20.0,2.0,3.0
2021-09-29,31.0,11.0,30.0,11.0,1.0,3.0
2021-09-25,43.0,10.0,30.0,4.0,1.0,2.0
2021-09-24,40.0,15.0,54.0,10.0,1.0,2.0
2021-09-23,36.0,17.0,39.0,18.0,1.0,2.0
2021-09-22,31.0,15.0,20.0,18.0,1.0,3.0
2021-09-21,28.0,12.0,39.0,8.0,1.0,2.0
2021-09-20,17.0,10.0,36.0,5.0,1.0,2.0
2021-09-19,24.0,7.0,36.0,3.0,1.0,2.0
2021-09-18,32.0,17.0,25.0,10.0,1.0,2.0
2021-09-17,32.0,13.0,28.0,14.0,2.0,3.0
2021-09-16,32.0,11.0,31.0,6.0,1.0,2.0
2021-09-14,46.0,14.0,32.0,15.0,2.0,2.0
2021-09-12,43.0,20.0,29.0,11.0,1.0,3.0
2021-09-11,39.0,18.0,40.0,18.0,1.0,3.0
2021-09-10,30.0,15.0,55.0,16.0,1.0,4.0
2021-09-08,24.0,13.0,29.0,19.0,1.0,3.0
2021-09-07,24.0,9.0,34.0,8.0,1.0,2.0
2021-09-06,16.0,9.0,24.0,9.0,1.0,2.0
2021-09-05,15.0,8.0,30.0,3.0,1.0,2.0
2021-09-04,14.0,8.0,26.0,8.0,1.0,2.0
2021-09-03,12.0,7.0,20.0,12.0,1.0,2.0
2021-09-02,29.0,6.0,30.0,12.0,1.0,2.0
2021-09-01,40.0,12.0,32.0,9.0,1.0,2.0
2021-08-31,53.0,16.0,44.0,9.0,1.0,2.0
2021-08-30,49.0,25.0,34.0,21.0,2.0,2.0
2021-08-29,73.0,22.0,39.0,6.0,1.0,2.0
2021-08-28,56.0,37.0,75.0,16.0,3.0,3.0
2021-08-27,62.0,27.0,39.0,15.0,1.0,2.0
2021-08-26,39.0,29.0,84.0,22.0,1.0,2.0
2021-08-25,39.0,19.0,13.0,16.0,1.0,1.0
2021-08-24,32.0,16.0,34.0,19.0,2.0,2.0
2021-08-23,20.0,16.0,33.0,14.0,1.0,2.0
2021-08-22,24.0,9.0,12.0,6.0,1.0,1.0
2021-08-21,24.0,10.0,11.0,10.0,1.0,2.0
2021-08-20,18.0,11.0,12.0,11.0,3.0,2.0
2021-08-19,23.0,9.0,12.0,9.0,1.0,2.0
2021-08-18,18.0,15.0,7.0,7.0,1.0,1.0
2021-08-17,15.0,9.0,14.0,15.0,1.0,2.0
2021-08-14,13.0,10.0,16.0,6.0,1.0,1.0
2021-08-13,31.0,6.0,42.0,6.0,1.0,2.0
2021-08-12,21.0,13.0,30.0,10.0,1.0,2.0
2021-08-11,27.0,8.0,44.0,11.0,2.0,1.0
2021-08-10,56.0,11.0,32.0,13.0,1.0,2.0
2021-08-09,11.0,37.0,24.0,6.0,1.0,1.0
2021-08-08,14.0,7.0,10.0,5.0,1.0,2.0
2021-08-07,20.0,8.0,10.0,7.0,1.0,1.0
2021-08-06,22.0,9.0,31.0,8.0,1.0,1.0
2021-08-05,29.0,10.0,38.0,11.0,2.0,1.0
2021-08-04,28.0,15.0,41.0,15.0,1.0,2.0
2021-08-03,28.0,16.0,14.0,9.0,1.0,1.0
2021-08-02,36.0,14.0,26.0,12.0,2.0,2.0
2021-08-01,21.0,15.0,41.0,14.0,1.0,3.0
2021-07-31,29.0,9.0,27.0,8.0,1.0,2.0
2021-07-30,33.0,12.0,19.0,15.0,2.0,2.0
2021-07-29,43.0,14.0,20.0,13.0,1.0,2.0
2021-07-28,22.0,20.0,30.0,16.0,1.0,3.0
2021-07-27,48.0,9.0,23.0,8.0,1.0,1.0
2021-07-26,29.0,16.0,31.0,6.0,1.0,1.0
2021-07-25,22.0,11.0,32.0,5.0,1.0,2.0
2021-07-24,22.0,9.0,34.0,8.0,1.0,2.0
2021-07-23,27.0,10.0,28.0,11.0,1.0,2.0
2021-07-22,27.0,10.0,24.0,12.0,1.0,1.0
2021-07-21,35.0,9.0,23.0,14.0,2.0,2.0
2021-07-20,37.0,14.0,32.0,15.0,2.0,2.0
2021-07-19,27.0,15.0,47.0,13.0,2.0,3.0
2021-07-18,37.0,12.0,21.0,9.0,1.0,2.0
2021-07-17,23.0,15.0,33.0,11.0,2.0,1.0
2021-07-16,36.0,9.0,21.0,9.0,1.0,1.0
2021-07-15,33.0,14.0,38.0,11.0,1.0,2.0
2021-07-14,42.0,13.0,41.0,9.0,1.0,2.0
2021-07-13,42.0,15.0,35.0,15.0,1.0,2.0
2021-07-12,41.0,17.0,45.0,23.0,2.0,3.0
2021-07-11,49.0,19.0,56.0,10.0,4.0,2.0
2021-07-10,31.0,21.0,34.0,18.0,1.0,2.0
2021-07-09,25.0,14.0,16.0,22.0,1.0,2.0
2021-07-08,77.0,11.0,18.0,15.0,2.0,2.0
2021-07-07,79.0,34.0,50.0,18.0,1.0,4.0
2021-07-06,25.0,33.0,14.0,58.0,2.0,5.0
2021-07-02,20.0,8.0,21.0,25.0,1.0,3.0
2021-07-01,28.0,9.0,34.0,17.0,1.0,2.0
2021-06-30,17.0,12.0,43.0,10.0,1.0,2.0
2021-06-29,22.0,7.0,44.0,8.0,1.0,1.0
2021-06-28,19.0,8.0,35.0,8.0,1.0,1.0
2021-06-27,29.0,8.0,44.0,6.0,1.0,2.0
2021-06-26,21.0,11.0,52.0,10.0,2.0,2.0
2021-06-25,36.0,9.0,42.0,10.0,2.0,2.0
2021-06-24,29.0,12.0,40.0,11.0,1.0,2.0
2021-06-23,26.0,10.0,28.0,10.0,3.0,2.0
2021-06-22,31.0,10.0,42.0,12.0,3.0,2.0
2021-06-21,13.0,11.0,42.0,11.0,1.0,2.0
2021-06-20,22.0,6.0,34.0,6.0,1.0,1.0
2021-06-19,35.0,9.0,27.0,13.0,1.0,2.0
2021-06-18,24.0,12.0,39.0,12.0,1.0,2.0
2021-06-16,38.0,10.0,23.0,12.0,1.0,2.0
2021-06-15,35.0,13.0,61.0,18.0,1.0,2.0
2021-06-14,40.0,14.0,21.0,20.0,1.0,2.0
2021-06-13,36.0,15.0,30.0,11.0,2.0,2.0
2021-06-12,43.0,13.0,27.0,14.0,1.0,3.0
2021-06-11,57.0,15.0,44.0,12.0,2.0,3.0
2021-06-10,57.0,20.0,48.0,14.0,2.0,3.0
2021-06-07,41.0,14.0,29.0,28.0,5.0,3.0
2021-06-06,20.0,15.0,38.0,18.0,2.0,3.0
2021-06-05,18.0,7.0,47.0,9.0,1.0,2.0
2021-06-04,31.0,13.0,30.0,11.0,1.0,1.0
2021-06-03,30.0,11.0,40.0,10.0,1.0,1.0
2021-06-02,23.0,10.0,34.0,15.0,1.0,2.0
2021-06-01,24.0,8.0,53.0,8.0,1.0,2.0
2021-05-31,49.0,8.0,41.0,9.0,1.0,2.0
2021-05-30,53.0,18.0,52.0,6.0,1.0,2.0
2021-05-29,47.0,20.0,48.0,10.0,1.0,2.0
2021-05-28,32.0,16.0,43.0,27.0,2.0,3.0
2021-05-27,52.0,12.0,36.0,16.0,1.0,2.0
2021-05-26,46.0,18.0,50.0,8.0,1.0,2.0
2021-05-25,39.0,15.0,66.0,12.0,1.0,2.0
2021-05-24,25.0,14.0,45.0,20.0,2.0,3.0
2021-05-23,39.0,10.0,47.0,8.0,2.0,2.0
2021-05-22,29.0,14.0,44.0,12.0,1.0,3.0
2021-05-21,52.0,20.0,41.0,10.0,1.0,2.0
2021-05-20,23.0,13.0,29.0,22.0,1.0,3.0
2021-05-19,25.0,8.0,24.0,15.0,1.0,3.0
2021-05-18,22.0,10.0,23.0,14.0,1.0,2.0
2021-05-17,35.0,10.0,14.0,9.0,1.0,2.0
2021-05-15,40.0,12.0,42.0,15.0,1.0,3.0
2021-05-14,27.0,12.0,50.0,17.0,2.0,3.0
2021-05-13,25.0,11.0,34.0,16.0,1.0,2.0
2021-05-12,32.0,9.0,40.0,8.0,1.0,2.0
2021-05-11,60.0,12.0,38.0,10.0,2.0,2.0
2021-05-10,74.0,24.0,41.0,10.0,1.0,2.0
2021-05-08,40.0,18.0,42.0,18.0,1.0,3.0
2021-05-07,27.0,13.0,40.0,28.0,1.0,4.0
2021-05-06,33.0,9.0,46.0,9.0,1.0,2.0
2021-05-05,40.0,12.0,43.0,5.0,1.0,2.0
2021-05-04,23.0,13.0,44.0,17.0,3.0,3.0
2021-05-03,23.0,8.0,40.0,6.0,1.0,2.0
2021-05-02,45.0,9.0,43.0,4.0,1.0,2.0
2021-05-01,33.0,17.0,51.0,10.0,1.0,3.0
2021-04-30,25.0,12.0,52.0,8.0,2.0,2.0
2021-04-29,36.0,10.0,29.0,10.0,1.0,2.0
2021-04-28,27.0,11.0,36.0,13.0,1.0,2.0
2021-04-27,31.0,8.0,39.0,9.0,1.0,2.0
2021-04-25,38.0,14.0,51.0,9.0,2.0,2.0
2021-04-24,35.0,13.0,51.0,12.0,3.0,2.0
2021-04-23,38.0,11.0,41.0,8.0,2.0,3.0
2021-04-22,58.0,11.0,40.0,8.0,1.0,2.0
2021-04-21,56.0,20.0,56.0,17.0,2.0,3.0
2021-04-20,50.0,21.0,33.0,26.0,3.0,4.0
2021-04-19,25.0,17.0,43.0,9.0,1.0,3.0
2021-04-18,28.0,9.0,42.0,5.0,1.0,1.0
2021-04-17,30.0,10.0,34.0,8.0,1.0,2.0
2021-04-16,21.0,10.0,36.0,13.0,1.0,2.0
2021-04-15,20.0,7.0,39.0,6.0,1.0,2.0
2021-04-14,28.0,10.0,33.0,14.0,1.0,2.0
2021-04-13,34.0,10.0,30.0,17.0,1.0,2.0
2021-04-12,32.0,10.0,40.0,13.0,1.0,2.0
2021-04-11,6.0,9.0,45.0,6.0,1.0,2.0
2021-04-10,1.0,6.0,39.0,6.0,1.0,2.0
2021-04-09,1.0,9.0,37.0,10.0,1.0,2.0
2021-04-08,1.0,11.0,44.0,13.0,1.0,2.0
2021-04-07,1.0,10.0,37.0,14.0,1.0,3.0
2021-04-04,1.0,23.0,37.0,9.0,1.0,3.0
2021-04-03,1.0,16.0,46.0,12.0,1.0,2.0
2021-04-02,1.0,15.0,39.0,8.0,1.0,2.0
2021-04-01,1.0,36.0,43.0,10.0,1.0,3.0
2021-03-31,1.0,52.0,48.0,10.0,2.0,3.0
2021-03-30,8.0,44.0,47.0,15.0,1.0,3.0
2021-03-29,49.0,13.0,30.0,24.0,3.0,2.0
2021-03-28,54.0,19.0,43.0,12.0,1.0,2.0
2021-03-27,53.0,18.0,46.0,11.0,2.0,2.0
2021-03-26,30.0,17.0,45.0,14.0,1.0,2.0
2021-03-25,45.0,10.0,35.0,20.0,1.0,3.0
2021-03-24,34.0,13.0,41.0,17.0,1.0,3.0
2021-03-23,27.0,11.0,34.0,12.0,1.0,3.0
2021-03-22,36.0,8.0,33.0,6.0,1.0,2.0
2021-03-21,36.0,19.0,31.0,10.0,1.0,2.0
2021-03-20,40.0,12.0,35.0,13.0,2.0,3.0
2021-03-19,46.0,14.0,37.0,11.0,1.0,3.0
2021-03-18,36.0,17.0,31.0,15.0,1.0,3.0
2021-03-17,51.0,12.0,36.0,9.0,1.0,2.0
2021-03-16,25.0,15.0,44.0,19.0,1.0,3.0
2021-03-15,16.0,8.0,38.0,8.0,1.0,2.0
2021-03-14,18.0,3.0,40.0,4.0,1.0,2.0
2021-03-13,64.0,7.0,31.0,9.0,1.0,2.0
2021-03-12,34.0,21.0,25.0,36.0,2.0,4.0
2021-03-11,41.0,10.0,30.0,15.0,1.0,3.0
2021-03-10,31.0,13.0,38.0,16.0,1.0,3.0
2021-03-09,40.0,9.0,26.0,15.0,1.0,3.0
2021-03-08,28.0,10.0,27.0,15.0,1.0,2.0
2021-03-07,58.0,8.0,35.0,4.0,1.0,2.0
2021-03-06,47.0,16.0,36.0,14.0,1.0,2.0
2021-03-05,29.0,14.0,23.0,25.0,2.0,3.0
2021-03-04,17.0,9.0,31.0,15.0,2.0,2.0
2021-03-03,19.0,6.0,35.0,6.0,1.0,2.0
2021-03-02,39.0,8.0,32.0,10.0,1.0,2.0
2021-03-01,32.0,12.0,25.0,22.0,2.0,4.0
2021-02-28,25.0,8.0,31.0,12.0,2.0,3.0
2021-02-27,36.0,7.0,35.0,5.0,1.0,2.0
2021-02-26,29.0,10.0,32.0,20.0,1.0,3.0
2021-02-25,13.0,7.0,29.0,15.0,4.0,3.0
2021-02-24,30.0,4.0,31.0,6.0,1.0,2.0
2021-02-23,80.0,10.0,37.0,11.0,1.0,3.0
2021-02-22,72.0,32.0,43.0,32.0,4.0,5.0
2021-02-21,43.0,29.0,40.0,24.0,3.0,5.0
2021-02-20,15.0,15.0,45.0,14.0,1.0,3.0
2021-02-19,17.0,5.0,25.0,13.0,1.0,3.0
2021-02-18,23.0,4.0,25.0,11.0,1.0,2.0
2021-02-17,23.0,7.0,32.0,7.0,1.0,2.0
2021-02-16,24.0,7.0,32.0,13.0,1.0,2.0
2021-02-15,54.0,9.0,17.0,22.0,1.0,3.0
2021-02-14,45.0,18.0,31.0,19.0,1.0,4.0
2021-02-13,52.0,14.0,27.0,20.0,4.0,4.0
2021-02-12,38.0,15.0,27.0,20.0,2.0,3.0
2021-02-11,33.0,11.0,38.0,10.0,1.0,3.0
2021-02-10,16.0,8.0,24.0,18.0,1.0,3.0
2021-02-09,19.0,4.0,27.0,9.0,1.0,2.0
2021-02-08,49.0,5.0,30.0,8.0,1.0,3.0
2021-02-07,60.0,15.0,37.0,15.0,2.0,4.0
2021-02-06,22.0,16.0,22.0,34.0,2.0,5.0
2021-02-05,27.0,6.0,27.0,16.0,1.0,3.0
2021-02-04,22.0,7.0,32.0,16.0,1.0,3.0
2021-02-03,38.0,5.0,30.0,13.0,1.0,4.0
2021-02-02,48.0,12.0,28.0,19.0,1.0,3.0
2021-02-01,27.0,13.0,32.0,22.0,2.0,4.0
2021-01-31,17.0,7.0,31.0,14.0,1.0,3.0
2021-01-30,35.0,4.0,29.0,8.0,1.0,2.0
2021-01-29,44.0,10.0,29.0,16.0,1.0,3.0
2021-01-28,50.0,12.0,22.0,16.0,1.0,3.0
2021-01-27,57.0,14.0,30.0,23.0,1.0,3.0
2021-01-26,32.0,15.0,9.0,33.0,1.0,4.0
2021-01-25,29.0,8.0,20.0,19.0,1.0,3.0
2021-01-23,101.0,20.0,28.0,15.0,1.0,5.0
2021-01-22,70.0,35.0,8.0,50.0,2.0,6.0
2021-01-21,20.0,21.0,12.0,40.0,1.0,5.0
2021-01-20,19.0,7.0,27.0,13.0,1.0,3.0
2021-01-18,23.0,11.0,24.0,22.0,1.0,3.0
2021-01-17,58.0,7.0,26.0,7.0,1.0,2.0
2021-01-16,53.0,22.0,29.0,20.0,1.0,3.0
2021-01-14,54.0,17.0,24.0,36.0,3.0,5.0
2021-01-13,55.0,14.0,10.0,34.0,4.0,4.0
2021-01-11,25.0,8.0,21.0,13.0,1.0,2.0
2021-01-10,16.0,8.0,26.0,13.0,1.0,3.0
2021-01-09,21.0,4.0,27.0,12.0,1.0,2.0
2021-01-08,31.0,6.0,24.0,16.0,1.0,3.0
2021-01-07,38.0,9.0,30.0,13.0,1.0,3.0
2021-01-05,33.0,11.0,19.0,23.0,1.0,3.0
2021-01-03,23.0,4.0,27.0,9.0,1.0,3.0
2021-01-02,16.0,6.0,23.0,10.0,1.0,3.0
2021-01-01,10.0,5.0,27.0,10.0,1.0,2.0
2020-12-30,65.0,17.0,27.0,16.0,1.0,4.0
2020-12-29,66.0,20.0,13.0,32.0,1.0,5.0
2020-12-28,33.0,19.0,16.0,34.0,1.0,7.0
2020-12-27,30.0,9.0,25.0,13.0,1.0,3.0
2020-12-26,43.0,8.0,21.0,24.0,1.0,4.0
2020-12-25,54.0,14.0,28.0,23.0,1.0,5.0
2020-12-24,46.0,15.0,16.0,40.0,1.0,6.0
2020-12-23,48.0,12.0,20.0,36.0,2.0,4.0
2020-12-22,17.0,13.0,9.0,36.0,3.0,4.0
2020-12-21,10.0,5.0,23.0,19.0,1.0,4.0
2020-12-20,21.0,3.0,27.0,7.0,1.0,2.0
2020-12-19,41.0,5.0,22.0,14.0,1.0,3.0
2020-12-18,13.0,11.0,12.0,36.0,2.0,5.0
2020-12-17,17.0,3.0,21.0,12.0,1.0,2.0
2020-12-16,16.0,4.0,18.0,15.0,1.0,3.0
2020-12-15,21.0,4.0,20.0,14.0,1.0,2.0
2020-12-14,35.0,6.0,21.0,15.0,1.0,3.0
2020-12-13,80.0,9.0,26.0,11.0,1.0,3.0
2020-12-12,63.0,23.0,25.0,24.0,1.0,4.0
2020-12-11,53.0,17.0,16.0,29.0,1.0,5.0
2020-12-10,20.0,13.0,15.0,21.0,1.0,3.0
2020-12-09,49.0,6.0,24.0,13.0,1.0,2.0
2020-12-08,61.0,15.0,27.0,25.0,1.0,4.0
2020-12-07,48.0,17.0,8.0,37.0,1.0,6.0
2020-12-06,33.0,12.0,22.0,19.0,1.0,3.0
2020-12-05,31.0,8.0,15.0,18.0,1.0,2.0
2020-12-04,58.0,8.0,24.0,16.0,1.0,3.0
2020-12-03,29.0,14.0,16.0,18.0,1.0,3.0
2020-12-02,29.0,7.0,19.0,16.0,1.0,2.0
2020-12-01,47.0,8.0,21.0,16.0,1.0,3.0
2020-11-29,22.0,6.0,22.0,9.0,2.0,3.0
2020-11-28,37.0,6.0,26.0,8.0,1.0,2.0
2020-11-27,65.0,10.0,19.0,12.0,1.0,2.0
2020-11-26,25.0,17.0,8.0,33.0,1.0,5.0
2020-11-24,23.0,5.0,25.0,10.0,1.0,2.0
2020-11-23,23.0,8.0,29.0,8.0,1.0,2.0
2020-11-22,17.0,7.0,26.0,10.0,1.0,3.0
2020-11-21,31.0,5.0,23.0,8.0,1.0,2.0
2020-11-20,74.0,11.0,27.0,9.0,1.0,1.0
2020-11-19,71.0,28.0,28.0,26.0,2.0,4.0
2020-11-18,61.0,25.0,14.0,34.0,2.0,5.0
2020-11-17,76.0,20.0,33.0,16.0,1.0,3.0
2020-11-16,44.0,25.0,16.0,40.0,2.0,6.0
2020-11-15,44.0,14.0,27.0,16.0,3.0,3.0
2020-11-14,48.0,13.0,30.0,11.0,1.0,3.0
2020-11-13,25.0,14.0,16.0,29.0,1.0,3.0
2020-11-12,17.0,7.0,24.0,13.0,1.0,2.0
2020-11-11,21.0,4.0,23.0,10.0,1.0,2.0
2020-11-09,57.0,7.0,26.0,10.0,1.0,2.0
2020-11-08,71.0,18.0,32.0,14.0,1.0,3.0
2020-11-07,53.0,23.0,15.0,34.0,1.0,5.0
2020-11-06,28.0,15.0,10.0,30.0,1.0,4.0
2020-11-05,19.0,8.0,26.0,20.0,1.0,3.0
2020-11-04,50.0,5.0,25.0,12.0,1.0,2.0
2020-11-03,78.0,15.0,18.0,14.0,1.0,3.0
2020-11-02,48.0,28.0,13.0,28.0,1.0,4.0
2020-11-01,23.0,15.0,29.0,14.0,3.0,3.0
2020-10-31,25.0,7.0,30.0,9.0,1.0,2.0
2020-10-30,44.0,7.0,27.0,8.0,1.0,2.0
2020-10-29,43.0,13.0,34.0,14.0,1.0,2.0
2020-10-28,32.0,14.0,22.0,26.0,3.0,3.0
2020-10-27,38.0,10.0,29.0,12.0,1.0,2.0
2020-10-26,19.0,12.0,31.0,20.0,3.0,3.0
2020-10-25,19.0,6.0,35.0,7.0,1.0,3.0
2020-10-24,38.0,6.0,31.0,8.0,2.0,2.0
2020-10-23,46.0,13.0,15.0,20.0,1.0,3.0
2020-10-22,36.0,16.0,25.0,18.0,2.0,3.0
2020-10-21,33.0,11.0,32.0,12.0,1.0,2.0
2020-10-20,32.0,11.0,32.0,13.0,1.0,3.0
2020-10-19,21.0,10.0,14.0,20.0,1.0,3.0
2020-10-18,25.0,7.0,31.0,8.0,1.0,3.0
2020-10-17,23.0,9.0,22.0,11.0,1.0,2.0
2020-10-16,29.0,8.0,30.0,7.0,1.0,2.0
2020-10-15,34.0,10.0,24.0,10.0,1.0,3.0
2020-10-12,11.0,3.0,23.0,6.0,1.0,2.0
2020-10-07,28.0,10.0,32.0,8.0,1.0,2.0
2020-10-06,59.0,9.0,33.0,8.0,1.0,2.0
2020-10-05,50.0,23.0,30.0,19.0,1.0,4.0
2020-10-04,40.0,17.0,42.0,14.0,1.0,3.0
2020-10-03,42.0,13.0,42.0,12.0,2.0,3.0
2020-10-02,32.0,14.0,50.0,17.0,2.0,3.0
2020-09-30,23.0,10.0,39.0,9.0,2.0,2.0
2020-09-29,21.0,8.0,32.0,7.0,1.0,2.0
2020-09-28,21.0,8.0,33.0,13.0,1.0,2.0
2020-09-27,19.0,9.0,30.0,6.0,1.0,2.0
2020-09-24,26.0,10.0,27.0,7.0,1.0,2.0
2020-09-23,41.0,10.0,28.0,10.0,1.0,2.0
2020-09-22,41.0,13.0,38.0,6.0,1.0,2.0
2020-09-21,37.0,13.0,36.0,7.0,1.0,2.0
2020-09-20,23.0,12.0,26.0,7.0,1.0,3.0
2020-09-19,31.0,9.0,35.0,7.0,1.0,2.0
2020-09-18,37.0,12.0,12.0,6.0,1.0,1.0
2020-09-17,31.0,14.0,30.0,18.0,1.0,3.0
2020-09-16,24.0,12.0,32.0,10.0,1.0,3.0
2020-09-15,28.0,9.0,33.0,9.0,1.0,2.0
2020-09-14,21.0,10.0,27.0,10.0,2.0,3.0
2020-09-07,16.0,12.0,5.0,10.0,1.0,2.0
2020-09-06,31.0,7.0,19.0,6.0,1.0,1.0
2020-09-05,24.0,11.0,29.0,8.0,1.0,4.0
