,pm2.5,pm10,o3,no2,so2,co
2019-07-01,30.0,19.0,17.0,19.0,1.0,3.0
2019-06-29,41.0,10.0,30.0,13.0,1.0,3.0
2019-06-28,36.0,18.0,23.0,21.0,4.0,3.0
2019-06-27,54.0,13.0,26.0,10.0,2.0,2.0
2019-06-26,47.0,21.0,30.0,18.0,4.0,3.0
2019-06-25,18.0,16.0,39.0,18.0,5.0,4.0
2019-06-23,25.0,12.0,23.0,12.0,4.0,3.0
2019-06-22,60.0,10.0,35.0,9.0,2.0,3.0
2019-06-21,78.0,25.0,31.0,18.0,4.0,4.0
2019-06-20,79.0,33.0,52.0,16.0,5.0,4.0
2019-06-17,25.0,4.0,39.0,12.0,4.0,3.0
2019-06-16,22.0,9.0,38.0,9.0,4.0,3.0
2019-06-15,37.0,9.0,29.0,10.0,3.0,2.0
2019-06-14,43.0,13.0,29.0,22.0,7.0,4.0
2019-06-13,34.0,15.0,37.0,20.0,6.0,4.0
2019-06-12,21.0,11.0,32.0,12.0,2.0,3.0
2019-06-11,14.0,7.0,32.0,9.0,1.0,2.0
2019-06-10,30.0,6.0,25.0,12.0,1.0,2.0
2019-06-09,37.0,10.0,35.0,4.0,1.0,2.0
2019-06-08,82.0,12.0,40.0,10.0,1.0,3.0
2019-06-07,58.0,34.0,37.0,20.0,2.0,4.0
2019-06-06,40.0,23.0,70.0,23.0,5.0,4.0
2019-06-05,40.0,15.0,25.0,25.0,7.0,4.0
2019-06-04,36.0,15.0,40.0,16.0,3.0,4.0
2019-06-03,73.0,12.0,44.0,13.0,4.0,3.0
2019-06-02,54.0,29.0,57.0,16.0,6.0,5.0
2019-06-01,37.0,20.0,50.0,15.0,4.0,6.0
2019-05-31,33.0,14.0,32.0,17.0,5.0,4.0
2019-05-30,32.0,11.0,39.0,14.0,4.0,4.0
2019-05-29,52.0,14.0,39.0,14.0,1.0,3.0
2019-05-28,127.0,18.0,41.0,12.0,3.0,3.0
2019-05-27,97.0,55.0,65.0,47.0,14.0,7.0
2019-05-26,78.0,40.0,105.0,34.0,17.0,5.0
2019-05-25,65.0,31.0,67.0,31.0,14.0,5.0
2019-05-24,57.0,25.0,60.0,34.0,7.0,4.0
2019-05-23,38.0,19.0,62.0,18.0,5.0,4.0
2019-05-22,27.0,15.0,42.0,11.0,2.0,10.0
2019-05-21,53.0,18.0,31.0,12.0,1.0,9.0
2019-05-20,50.0,21.0,37.0,11.0,2.0,3.0
2019-05-19,44.0,17.0,44.0,7.0,2.0,3.0
2019-05-18,38.0,16.0,43.0,10.0,2.0,4.0
2019-05-17,38.0,13.0,44.0,12.0,2.0,3.0
2019-05-16,43.0,13.0,44.0,12.0,2.0,3.0
2019-05-15,40.0,16.0,39.0,16.0,3.0,3.0
2019-05-14,37.0,16.0,33.0,22.0,3.0,3.0
2019-05-13,44.0,13.0,39.0,10.0,3.0,3.0
2019-05-12,73.0,17.0,43.0,6.0,2.0,2.0
2019-05-11,65.0,29.0,60.0,29.0,7.0,4.0
2019-05-10,36.0,23.0,71.0,29.0,5.0,4.0
2019-05-09,41.0,11.0,42.0,14.0,5.0,2.0
2019-05-08,22.0,13.0,35.0,21.0,13.0,3.0
2019-05-07,43.0,7.0,44.0,10.0,1.0,2.0
2019-05-06,48.0,20.0,38.0,17.0,10.0,4.0
2019-05-05,51.0,16.0,49.0,16.0,6.0,5.0
2019-05-04,51.0,20.0,48.0,9.0,2.0,4.0
2019-05-03,35.0,18.0,45.0,18.0,5.0,4.0
2019-05-02,19.0,15.0,43.0,17.0,3.0,3.0
2019-05-01,18.0,8.0,41.0,9.0,2.0,3.0
2019-04-30,31.0,9.0,37.0,7.0,3.0,2.0
2019-04-29,19.0,10.0,34.0,17.0,12.0,3.0
2019-04-28,16.0,6.0,43.0,5.0,2.0,3.0
2019-04-27,33.0,5.0,34.0,8.0,1.0,2.0
2019-04-26,48.0,12.0,34.0,11.0,2.0,3.0
2019-04-25,61.0,26.0,23.0,31.0,3.0,8.0
2019-04-24,52.0,32.0,26.0,20.0,2.0,4.0
2019-04-23,73.0,19.0,47.0,14.0,3.0,8.0
2019-04-22,58.0,31.0,60.0,17.0,3.0,9.0
2019-04-21,46.0,24.0,51.0,14.0,3.0,4.0
2019-04-20,62.0,14.0,41.0,9.0,2.0,3.0
2019-04-19,52.0,24.0,49.0,18.0,4.0,4.0
2019-04-18,53.0,17.0,55.0,18.0,6.0,4.0
2019-04-17,45.0,17.0,37.0,25.0,9.0,4.0
2019-04-16,38.0,13.0,43.0,19.0,11.0,4.0
2019-04-15,40.0,12.0,44.0,16.0,8.0,3.0
2019-04-14,45.0,12.0,41.0,17.0,9.0,3.0
2019-04-13,29.0,11.0,45.0,15.0,4.0,4.0
2019-04-12,18.0,8.0,33.0,12.0,2.0,3.0
2019-04-11,33.0,4.0,34.0,9.0,1.0,2.0
2019-04-10,30.0,6.0,28.0,18.0,2.0,3.0
2019-04-09,44.0,7.0,36.0,10.0,1.0,3.0
2019-04-08,61.0,14.0,39.0,11.0,2.0,3.0
2019-04-07,59.0,23.0,57.0,15.0,5.0,4.0
2019-04-06,54.0,22.0,52.0,16.0,4.0,4.0
2019-04-05,55.0,16.0,46.0,23.0,3.0,4.0
2019-04-04,43.0,16.0,34.0,26.0,5.0,4.0
2019-04-03,39.0,11.0,37.0,10.0,1.0,3.0
2019-04-02,29.0,9.0,35.0,12.0,1.0,3.0
2019-03-31,64.0,17.0,40.0,13.0,2.0,3.0
2019-03-30,40.0,20.0,29.0,16.0,1.0,3.0
2019-03-29,48.0,11.0,33.0,13.0,2.0,4.0
2019-03-28,59.0,15.0,48.0,14.0,2.0,3.0
2019-03-27,73.0,19.0,47.0,17.0,6.0,3.0
2019-03-26,52.0,24.0,27.0,37.0,5.0,5.0
2019-03-25,34.0,14.0,27.0,22.0,3.0,4.0
2019-03-24,31.0,10.0,39.0,10.0,2.0,3.0
2019-03-23,30.0,8.0,34.0,11.0,1.0,3.0
2019-03-22,35.0,10.0,39.0,13.0,1.0,3.0
2019-03-21,58.0,14.0,39.0,12.0,3.0,2.0
2019-03-20,48.0,18.0,41.0,25.0,4.0,4.0
2019-03-19,31.0,13.0,35.0,29.0,4.0,4.0
2019-03-18,46.0,8.0,34.0,17.0,4.0,3.0
2019-03-17,63.0,12.0,38.0,10.0,4.0,3.0
2019-03-16,54.0,18.0,37.0,16.0,2.0,4.0
2019-03-15,35.0,15.0,36.0,19.0,5.0,4.0
2019-03-14,45.0,9.0,33.0,14.0,2.0,3.0
2019-03-13,40.0,14.0,38.0,21.0,2.0,4.0
2019-03-12,15.0,13.0,37.0,22.0,5.0,4.0
2019-03-11,41.0,5.0,34.0,16.0,2.0,3.0
2019-03-10,40.0,13.0,35.0,19.0,5.0,4.0
2019-03-09,32.0,12.0,36.0,19.0,4.0,4.0
2019-03-07,81.0,20.0,33.0,21.0,1.0,4.0
2019-03-06,60.0,31.0,18.0,42.0,4.0,8.0
2019-03-05,27.0,19.0,37.0,17.0,3.0,4.0
2019-03-03,65.0,24.0,32.0,12.0,1.0,3.0
2019-03-02,57.0,21.0,39.0,12.0,3.0,3.0
2019-03-01,75.0,17.0,26.0,27.0,7.0,4.0
2019-02-28,60.0,23.0,20.0,28.0,1.0,4.0
2019-02-27,67.0,18.0,32.0,17.0,2.0,4.0
2019-02-26,76.0,23.0,34.0,14.0,2.0,4.0
2019-02-25,61.0,26.0,19.0,40.0,5.0,6.0
2019-02-24,59.0,19.0,38.0,13.0,4.0,4.0
2019-02-23,43.0,18.0,37.0,11.0,1.0,3.0
2019-02-22,24.0,11.0,27.0,21.0,3.0,4.0
2019-02-21,86.0,7.0,35.0,10.0,1.0,4.0
2019-02-20,75.0,28.0,29.0,27.0,2.0,5.0
2019-02-19,46.0,24.0,13.0,44.0,6.0,7.0
2019-02-18,48.0,14.0,32.0,23.0,8.0,4.0
2019-02-17,67.0,13.0,37.0,7.0,1.0,3.0
2019-02-16,50.0,21.0,31.0,24.0,2.0,4.0
2019-02-15,34.0,12.0,25.0,26.0,2.0,4.0
2019-02-14,51.0,9.0,30.0,11.0,2.0,3.0
2019-02-13,35.0,14.0,19.0,24.0,3.0,8.0
2019-02-12,50.0,10.0,28.0,18.0,2.0,3.0
2019-02-11,27.0,12.0,25.0,13.0,1.0,3.0
2019-02-09,19.0,12.0,24.0,14.0,1.0,3.0
2019-02-08,98.0,5.0,28.0,11.0,1.0,3.0
2019-02-07,79.0,37.0,19.0,43.0,5.0,9.0
2019-02-06,53.0,27.0,11.0,31.0,1.0,6.0
2019-02-05,28.0,17.0,29.0,16.0,1.0,4.0
2019-02-04,48.0,10.0,34.0,12.0,1.0,5.0
2019-02-03,44.0,14.0,26.0,18.0,4.0,4.0
2019-02-02,19.0,13.0,23.0,27.0,4.0,5.0
2019-01-31,76.0,28.0,18.0,44.0,8.0,7.0
2019-01-30,57.0,25.0,22.0,34.0,8.0,6.0
2019-01-29,36.0,17.0,29.0,10.0,1.0,3.0
2019-01-26,24.0,9.0,28.0,13.0,3.0,3.0
2019-01-25,19.0,7.0,28.0,17.0,6.0,4.0
2019-01-24,49.0,7.0,28.0,10.0,1.0,3.0
2019-01-23,34.0,15.0,24.0,23.0,4.0,6.0
2019-01-22,24.0,10.0,27.0,22.0,1.0,4.0
2019-01-21,55.0,7.0,30.0,14.0,1.0,3.0
2019-01-20,30.0,15.0,28.0,20.0,4.0,4.0
2019-01-19,22.0,8.0,30.0,19.0,3.0,3.0
2019-01-17,51.0,14.0,23.0,31.0,7.0,5.0
2019-01-16,64.0,13.0,29.0,18.0,1.0,6.0
2019-01-15,36.0,18.0,21.0,29.0,5.0,6.0
2019-01-14,49.0,9.0,29.0,12.0,2.0,3.0
2019-01-13,57.0,13.0,30.0,12.0,1.0,3.0
2019-01-12,42.0,16.0,20.0,23.0,1.0,4.0
2019-01-11,55.0,13.0,25.0,22.0,2.0,6.0
2019-01-10,29.0,15.0,18.0,29.0,2.0,4.0
2019-01-09,66.0,9.0,26.0,14.0,1.0,3.0
2019-01-08,20.0,19.0,9.0,41.0,5.0,7.0
2019-01-07,21.0,5.0,28.0,12.0,1.0,3.0
2019-01-06,47.0,6.0,30.0,6.0,1.0,3.0
2019-01-05,31.0,11.0,29.0,23.0,3.0,5.0
2019-01-04,15.0,8.0,24.0,16.0,4.0,4.0
2019-01-02,30.0,5.0,30.0,8.0,1.0,3.0
2018-12-30,12.0,3.0,29.0,5.0,1.0,2.0
2018-12-29,14.0,4.0,27.0,8.0,1.0,2.0
2018-12-27,80.0,13.0,19.0,28.0,3.0,4.0
2018-12-26,38.0,25.0,5.0,41.0,3.0,6.0
2018-12-25,24.0,10.0,21.0,23.0,3.0,5.0
2018-12-24,81.0,6.0,28.0,8.0,1.0,3.0
2018-12-23,101.0,26.0,17.0,24.0,1.0,6.0
2018-12-22,60.0,33.0,8.0,39.0,2.0,7.0
2018-12-21,52.0,16.0,18.0,33.0,4.0,5.0
2018-12-20,37.0,14.0,16.0,33.0,3.0,6.0
2018-12-19,30.0,11.0,15.0,30.0,3.0,5.0
2018-12-18,86.0,9.0,23.0,25.0,3.0,6.0
2018-12-17,53.0,27.0,4.0,43.0,3.0,9.0
2018-12-16,27.0,15.0,21.0,23.0,1.0,4.0
2018-12-15,32.0,8.0,28.0,11.0,1.0,3.0
2018-12-14,20.0,8.0,26.0,18.0,1.0,4.0
2018-12-13,26.0,6.0,27.0,16.0,1.0,3.0
2018-12-11,28.0,11.0,14.0,26.0,1.0,4.0
2018-12-10,13.0,7.0,22.0,16.0,1.0,3.0
2018-12-09,20.0,3.0,27.0,6.0,1.0,3.0
2018-12-08,85.0,6.0,20.0,14.0,1.0,3.0
2018-12-07,38.0,31.0,3.0,39.0,3.0,7.0
2018-12-06,26.0,12.0,17.0,18.0,1.0,3.0
2018-12-04,73.0,29.0,21.0,29.0,2.0,6.0
2018-12-03,44.0,27.0,15.0,38.0,5.0,6.0
2018-12-01,47.0,12.0,26.0,20.0,5.0,4.0
2018-11-30,53.0,16.0,24.0,20.0,2.0,5.0
2018-11-29,93.0,20.0,24.0,13.0,1.0,4.0
2018-11-28,72.0,34.0,22.0,38.0,4.0,7.0
2018-11-27,53.0,25.0,16.0,41.0,6.0,7.0
2018-11-26,55.0,16.0,23.0,24.0,2.0,4.0
2018-11-25,20.0,15.0,23.0,21.0,4.0,4.0
2018-11-24,16.0,5.0,24.0,12.0,1.0,3.0
2018-11-23,66.0,5.0,28.0,10.0,1.0,4.0
2018-11-22,64.0,21.0,15.0,28.0,1.0,6.0
2018-11-21,24.0,21.0,9.0,41.0,5.0,6.0
2018-11-20,49.0,7.0,25.0,14.0,1.0,3.0
2018-11-19,29.0,16.0,22.0,20.0,2.0,4.0
2018-11-18,53.0,10.0,28.0,9.0,1.0,3.0
2018-11-17,48.0,17.0,31.0,20.0,1.0,4.0
2018-11-16,21.0,14.0,18.0,28.0,3.0,4.0
2018-11-15,27.0,7.0,25.0,14.0,1.0,3.0
2018-11-14,49.0,9.0,28.0,12.0,1.0,2.0
2018-11-13,76.0,17.0,28.0,14.0,1.0,3.0
2018-11-12,53.0,29.0,16.0,29.0,3.0,5.0
2018-11-11,52.0,18.0,37.0,12.0,4.0,4.0
2018-11-10,62.0,17.0,29.0,18.0,1.0,4.0
2018-11-09,47.0,22.0,18.0,28.0,3.0,5.0
2018-11-08,33.0,16.0,33.0,13.0,1.0,3.0
2018-11-07,48.0,10.0,31.0,12.0,1.0,2.0
2018-11-06,63.0,15.0,10.0,26.0,2.0,5.0
2018-11-05,73.0,20.0,23.0,23.0,3.0,4.0
2018-11-04,43.0,24.0,26.0,18.0,2.0,4.0
2018-11-03,28.0,13.0,32.0,18.0,4.0,4.0
2018-11-02,20.0,9.0,29.0,16.0,2.0,3.0
2018-11-01,24.0,6.0,30.0,13.0,5.0,2.0
2018-10-31,40.0,7.0,28.0,14.0,1.0,3.0
2018-10-30,50.0,12.0,30.0,22.0,3.0,3.0
2018-10-29,38.0,18.0,27.0,26.0,4.0,4.0
2018-10-28,46.0,12.0,30.0,12.0,3.0,3.0
2018-10-27,58.0,18.0,27.0,25.0,3.0,4.0
2018-10-26,55.0,24.0,31.0,17.0,4.0,3.0
2018-10-25,38.0,20.0,38.0,17.0,1.0,4.0
2018-10-24,49.0,12.0,26.0,16.0,1.0,3.0
2018-10-23,42.0,16.0,21.0,19.0,1.0,3.0
2018-10-22,28.0,13.0,33.0,16.0,1.0,3.0
2018-10-21,33.0,8.0,35.0,7.0,1.0,3.0
2018-10-20,35.0,11.0,34.0,11.0,1.0,3.0
2018-10-19,36.0,12.0,21.0,15.0,1.0,2.0
2018-10-18,45.0,11.0,29.0,12.0,1.0,2.0
2018-10-17,51.0,15.0,31.0,13.0,1.0,3.0
2018-10-16,38.0,17.0,30.0,16.0,1.0,3.0
2018-10-15,31.0,13.0,23.0,18.0,2.0,3.0
2018-10-14,28.0,11.0,29.0,8.0,1.0,2.0
2018-10-13,19.0,9.0,25.0,10.0,1.0,2.0
2018-10-09,23.0,13.0,22.0,15.0,2.0,3.0
2018-10-07,50.0,17.0,32.0,9.0,4.0,3.0
2018-10-06,37.0,22.0,19.0,24.0,6.0,4.0
2018-10-05,34.0,15.0,24.0,18.0,1.0,3.0
2018-10-04,49.0,14.0,29.0,13.0,1.0,2.0
2018-10-03,42.0,19.0,31.0,21.0,3.0,4.0
2018-10-02,43.0,14.0,49.0,15.0,3.0,3.0
2018-09-30,40.0,11.0,28.0,9.0,1.0,3.0
2018-09-29,31.0,15.0,21.0,26.0,3.0,4.0
2018-09-28,22.0,12.0,36.0,23.0,2.0,4.0
2018-09-25,34.0,11.0,27.0,14.0,1.0,3.0
2018-09-24,31.0,14.0,35.0,12.0,1.0,3.0
2018-09-23,35.0,13.0,38.0,12.0,2.0,4.0
2018-09-22,10.0,14.0,21.0,37.0,3.0,5.0
2018-09-20,28.0,11.0,26.0,18.0,2.0,3.0
2018-09-19,30.0,11.0,40.0,12.0,2.0,3.0
2018-09-18,53.0,13.0,42.0,15.0,3.0,3.0
2018-09-17,38.0,23.0,59.0,11.0,3.0,4.0
2018-09-16,25.0,15.0,43.0,13.0,5.0,4.0
2018-09-15,42.0,10.0,30.0,20.0,2.0,3.0
2018-09-14,42.0,17.0,22.0,25.0,5.0,4.0
2018-09-13,29.0,17.0,32.0,17.0,3.0,4.0
2018-09-12,17.0,11.0,33.0,10.0,1.0,3.0
2018-09-10,28.0,11.0,8.0,13.0,5.0,3.0
2018-09-09,28.0,14.0,10.0,8.0,3.0,2.0
2018-09-08,38.0,15.0,8.0,8.0,3.0,2.0
2018-09-07,69.0,18.0,31.0,9.0,1.0,3.0
2018-09-06,52.0,30.0,39.0,13.0,8.0,3.0
2018-09-05,42.0,28.0,37.0,9.0,1.0,3.0
2018-09-04,44.0,26.0,6.0,11.0,3.0,2.0
2018-09-03,23.0,17.0,16.0,21.0,4.0,5.0
2018-09-02,41.0,10.0,33.0,7.0,1.0,2.0
2018-09-01,50.0,18.0,26.0,18.0,4.0,3.0
2018-08-31,51.0,23.0,27.0,18.0,5.0,2.0
2018-08-30,52.0,25.0,23.0,17.0,3.0,3.0
2018-08-29,54.0,24.0,32.0,13.0,3.0,3.0
2018-08-28,58.0,27.0,48.0,17.0,5.0,4.0
2018-08-27,58.0,28.0,59.0,20.0,6.0,4.0
2018-08-26,47.0,28.0,57.0,27.0,9.0,4.0
2018-08-25,49.0,26.0,20.0,13.0,5.0,2.0
2018-08-24,43.0,34.0,8.0,7.0,1.0,2.0
2018-08-23,36.0,27.0,8.0,8.0,3.0,3.0
2018-08-22,47.0,24.0,8.0,11.0,4.0,2.0
2018-08-21,30.0,25.0,11.0,18.0,5.0,5.0
2018-08-20,26.0,11.0,32.0,15.0,1.0,3.0
2018-08-19,27.0,10.0,40.0,9.0,3.0,2.0
2018-08-18,13.0,11.0,34.0,9.0,2.0,2.0
2018-08-17,25.0,7.0,27.0,6.0,1.0,1.0
2018-08-16,23.0,15.0,12.0,6.0,1.0,1.0
2018-08-15,29.0,12.0,12.0,6.0,2.0,2.0
2018-08-14,45.0,15.0,15.0,11.0,4.0,2.0
2018-08-13,55.0,24.0,20.0,18.0,5.0,2.0
2018-08-12,55.0,28.0,37.0,16.0,7.0,2.0
2018-08-11,59.0,28.0,31.0,22.0,9.0,3.0
2018-08-10,32.0,28.0,31.0,20.0,6.0,4.0
2018-08-09,9.0,18.0,29.0,12.0,2.0,3.0
2018-08-06,77.0,40.0,42.0,16.0,4.0,3.0
2018-08-05,66.0,43.0,43.0,23.0,6.0,4.0
2018-08-04,80.0,30.0,60.0,15.0,4.0,4.0
2018-08-03,76.0,43.0,85.0,22.0,7.0,5.0
2018-08-02,58.0,41.0,94.0,27.0,9.0,4.0
2018-08-01,39.0,28.0,54.0,29.0,10.0,2.0
2018-07-31,31.0,18.0,29.0,16.0,7.0,3.0
2018-07-30,37.0,19.0,19.0,10.0,2.0,3.0
2018-07-29,26.0,25.0,34.0,9.0,3.0,3.0
2018-07-27,32.0,14.0,26.0,8.0,2.0,2.0
2018-07-26,53.0,13.0,30.0,9.0,1.0,2.0
2018-07-25,72.0,25.0,28.0,11.0,2.0,4.0
2018-07-24,62.0,36.0,69.0,14.0,4.0,4.0
2018-07-23,61.0,26.0,64.0,21.0,9.0,4.0
2018-07-22,41.0,31.0,55.0,21.0,7.0,3.0
2018-07-21,35.0,19.0,20.0,16.0,7.0,3.0
2018-07-20,54.0,20.0,9.0,13.0,4.0,2.0
2018-07-19,78.0,28.0,18.0,22.0,7.0,3.0
2018-07-18,83.0,40.0,43.0,27.0,7.0,3.0
2018-07-17,86.0,43.0,21.0,25.0,10.0,4.0
2018-07-16,76.0,44.0,38.0,23.0,12.0,4.0
2018-07-15,64.0,39.0,49.0,16.0,6.0,4.0
2018-07-14,60.0,27.0,73.0,20.0,5.0,4.0
2018-07-13,52.0,27.0,30.0,26.0,7.0,3.0
2018-07-12,54.0,23.0,28.0,19.0,4.0,3.0
2018-07-11,44.0,26.0,28.0,26.0,6.0,4.0
2018-07-10,36.0,20.0,12.0,17.0,11.0,2.0
2018-07-09,35.0,19.0,12.0,17.0,5.0,3.0
2018-07-08,33.0,17.0,13.0,12.0,4.0,4.0
2018-07-07,25.0,17.0,9.0,13.0,3.0,3.0
2018-07-05,36.0,17.0,12.0,8.0,1.0,2.0
2018-07-04,43.0,19.0,7.0,9.0,2.0,2.0
2018-07-03,48.0,20.0,9.0,14.0,4.0,2.0
2018-07-01,34.0,23.0,10.0,9.0,4.0,3.0
2018-06-30,30.0,18.0,6.0,11.0,4.0,3.0
2018-06-29,43.0,14.0,7.0,9.0,3.0,2.0
2018-06-28,27.0,19.0,10.0,8.0,1.0,2.0
2018-06-27,62.0,12.0,23.0,7.0,1.0,2.0
2018-06-26,66.0,27.0,48.0,19.0,3.0,4.0
2018-06-25,58.0,28.0,46.0,41.0,7.0,6.0
2018-06-24,81.0,23.0,53.0,20.0,6.0,4.0
2018-06-23,71.0,35.0,30.0,31.0,5.0,5.0
2018-06-22,49.0,30.0,52.0,31.0,5.0,5.0
2018-06-19,33.0,15.0,37.0,17.0,3.0,3.0
2018-06-18,26.0,12.0,16.0,22.0,2.0,3.0
2018-06-17,14.0,9.0,30.0,8.0,5.0,3.0
2018-06-15,31.0,9.0,23.0,13.0,1.0,2.0
2018-06-14,39.0,12.0,32.0,11.0,3.0,3.0
2018-06-13,35.0,16.0,33.0,12.0,3.0,3.0
2018-06-12,8.0,15.0,26.0,16.0,2.0,3.0
2018-06-09,41.0,21.0,66.0,18.0,4.0,3.0
2018-06-08,43.0,15.0,37.0,20.0,4.0,3.0
2018-06-07,49.0,15.0,47.0,20.0,6.0,3.0
2018-06-06,37.0,17.0,39.0,26.0,4.0,3.0
2018-06-05,33.0,12.0,50.0,15.0,3.0,3.0
2018-06-04,44.0,11.0,58.0,12.0,1.0,3.0
2018-06-03,40.0,14.0,58.0,11.0,3.0,3.0
2018-06-02,26.0,13.0,62.0,16.0,4.0,3.0
2018-06-01,48.0,9.0,55.0,11.0,2.0,2.0
2018-05-31,55.0,16.0,35.0,21.0,3.0,3.0
2018-05-30,50.0,22.0,38.0,19.0,6.0,3.0
2018-05-29,54.0,19.0,35.0,19.0,4.0,4.0
2018-05-28,61.0,22.0,30.0,23.0,5.0,3.0
2018-05-27,69.0,25.0,69.0,11.0,4.0,4.0
2018-05-26,55.0,31.0,55.0,23.0,7.0,4.0
2018-05-25,34.0,25.0,38.0,28.0,7.0,3.0
2018-05-24,37.0,12.0,44.0,14.0,3.0,3.0
2018-05-23,48.0,12.0,34.0,16.0,3.0,3.0
2018-05-22,43.0,14.0,47.0,22.0,5.0,4.0
2018-05-21,17.0,13.0,40.0,21.0,4.0,3.0
2018-05-20,46.0,5.0,39.0,5.0,2.0,3.0
2018-05-19,95.0,23.0,36.0,11.0,2.0,3.0
2018-05-18,80.0,47.0,42.0,30.0,7.0,5.0
2018-05-17,54.0,34.0,41.0,33.0,10.0,7.0
2018-05-16,52.0,18.0,48.0,22.0,4.0,3.0
2018-05-15,59.0,18.0,40.0,32.0,6.0,5.0
